UDISE Code,School Name,District,Block,State,Management,Category,PIN Code
"24191301112","ST ANN'S SCHOOL (ENG)","VADODARA","EL WARD 3 FATEPURA- 1","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390023"
"24191301131","NAVRACHANA SCHOOL","VADODARA","EL WARD 3 FATEPURA- 1","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390005"
"24191303807","N.P. SAYAJIGUNJ SCHOOL NO-51","VADODARA","SAYAJIGUNJ 10, CHHANIROAD","Gujarat","Local body","Primary with Upper Primary","390024"
"24191300351","N.P. SAYAJIGUNJ SCHOOL NO-53","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Local body","Primary with Upper Primary","390024"
"24191111401","SAMA PRI.SCH.","VADODARA","SAMA","Gujarat","Local body","Primary with Upper Primary","390024"
"24191303808","N.P. SAYAJIGUNJ SCHOOL NO-52","VADODARA","SAYAJIGUNJ 10, CHHANIROAD","Gujarat","Local body","Primary with Upper Primary","390024"
"24191302627","SHRI RAM SAINIK HINDI VIDHYALAY","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390024"
"24191300323","N.P. SAYAJIGUNJ SCHOOL NO-31","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Local body","Primary with Upper Primary","390024"
"24191112501","SHERKHI (NANO BHAG) PRI.SCH.","VADODARA","SHERKHI","Gujarat","Local body","Primary with Upper Primary","391330"
"24191113808","BLOSSAM SCHOOL","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary","390016"
"24191112505","AKSHAR TRUST PRI.SCH.","VADODARA","SHERKHI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391330"
"24191204312","NAVARAMPURA PRI. SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary","391760"
"24191300305","JIGAR VIDYALAY","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390012"
"24191305204","AAYAL PUBLIC SCHOOL (HINDI)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390028"
"24191305203","AAYAL PUBLIC SCHOOL (ENG)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390028"
"24191105303","INDIRANAGAR PRI SCH (SEVASI)","VADODARA","ANKODIYA","Gujarat","Local body","Primary with Upper Primary","391330"
"24191303619","AL. BARKAT PUBLIC SCHOOL","VADODARA","GORWA J (10)","Gujarat","Private Unaided (Recognized)","Primary",""
"24191300370","NUTAN PUBLIC SCHOOL ( ENG)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390011"
"24191303412","NUTAN VIDYALAYA (SUBHANPURA)","VADODARA","WARD-08, NEW VIP ROAD","Gujarat","Government Aided","Secondary Only","390023"
"24191303403","NUTAN VIDYALAYA (SUBHANPURA)","VADODARA","WARD-08, NEW VIP ROAD","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191303414","NUTAN VIDYALAYA (SUBHANPURA)","VADODARA","WARD-08, NEW VIP ROAD","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390023"
"24191103002","KENDRIYA VIDYALAYA AIRFORCE STN NO 5 DARJIPURA VADODARA","VADODARA","DARAJI PURA","Gujarat","Kendriya Vidyalaya","Pri. Upper Pri. and Secondary Only","390022"
"24191100901","AMRAPURA PRI.SCH.","VADODARA","SINDHROT","Gujarat","Local body","Primary","391330"
"24191300320","JIVAN TEJ VIDYALAYA","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390002"
"24191302654","MAR GREGORIOS MEMORIAL SCHOOL","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Government Aided","Secondary Only","390024"
"24191302635","MAR GREGORIOS MEMORIAL SCHOOL","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191302658","MAR GREGORIOS MEMORIAL SCHOOL","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390024"
"24191203501","GANPAT PURA PRI.SCH.","VADODARA","SANOLI","Gujarat","Local body","Primary","391760"
"24191203903","AASHRAMSHALA -GORAJ","VADODARA","GORAJ","Gujarat","Tribal Welfare Department","Primary with Upper Primary","391761"
"24191300806","TAKSHSHILA PRI VIDHYALAY","VADODARA","BABAJIPURA WARD 5 E","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191300303","NAVODAY SCHOOL","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390009"
"24191307003","CYGNUS WORLD SCHOOL (CBSE)","VADODARA","EL WARD 4 FATEPURA -1","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390022"
"24191103001","DARAJI PURA PRI.SCH.","VADODARA","DARAJI PURA","Gujarat","Local body","Primary with Upper Primary","390022"
"24191213301","VALVA PRI.SCH.","VADODARA","VALVA","Gujarat","Local body","Primary","391761"
"24191301212","GLOBAL PUBLIC SCHOOL (ENG)","VADODARA","WARD-10,VADIVADI,GORAVA,CHHANI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390017"
"24191300333","NUTAN VIDYALAYA (SAMA)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191300361","NUTAN VIDYALAYA (SAMA)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Government Aided","Secondary Only","390024"
"24191300365","NUTAN VIDYALAYA (SAMA)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390024"
"24191300345","VIHALDEEP VIDYALAYA","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390009"
"24191301308","ST. AMARESH SCHOOL","VADODARA","WARD-7,FATEGANJ,NAVAYARD,NEWSAMA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390002"
"24191103003","ADARSH NIVASI SHALA V.J.KANYA ( HIGH SEC)","VADODARA","DARAJI PURA","Gujarat","Tribal Welfare Department","Secondary with Higher Secondary","390022"
"24191300357","NEW JIVEN CHETNA VIDYALAY (GUJ)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390002"
"24191209801","POPADIPURA PRI.SCH.","VADODARA","GORAJ","Gujarat","Local body","Primary","391760"
"24191204313","VESANIYA PRI. SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary with Upper Primary","391760"
"24191113801","UNDERA PRI.SCH.","VADODARA","UNDERA","Gujarat","Local body","Primary with Upper Primary","391330"
"24191214301","DUNDELAV PRI. SCH.","VADODARA","DUNDELAV","Gujarat","Local body","Primary","391760"
"24191102001","BILIYA TALAVADI PRI.SCH.","VADODARA","BILIYA TALAVADI","Gujarat","Local body","Primary","390008"
"24191102801","DALPAT NAGAR PRI.SCH.","VADODARA","KOYLI","Gujarat","Local body","Primary","391310"
"24191205601","KACHHATIA PURA PRI.SCH.","VADODARA","RAVAL","Gujarat","Local body","Primary","391760"
"24191305208","SHREE VISHWAKARMA VIDHAYLAY (HINDI)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191305207","SHREE VISHWAKARMA VIDHAYLAY (GUJ)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191211601","SANOLI PRI.SCH.","VADODARA","SANOLI","Gujarat","Local body","Primary","391760"
"24191107703","KOYALI VIDHYAMANDIR (9 TO 12)","VADODARA","KOYLI","Gujarat","Government Aided","Secondary with Higher Secondary","391330"
"24191102601","CHOKARI PURA PRI.SCH.","VADODARA","SINDHROT","Gujarat","Local body","Primary","391336"
"24191101314","GUJARAT REFINERY ENG","VADODARA","UNDERA","Gujarat","Government Aided","Secondary with Higher Secondary","390006"
"24191113807","SIDHHI VINAYAK ENGLISH MEDIUM SCHOOL","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary","391330"
"24191113804","UNDERA MADHYAMIK SHALA","VADODARA","UNDERA","Gujarat","Government Aided","Secondary Only","391330"
"24191113806","MANAV PRI. SCHOOL","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391330"
"24191102209","YAGNIK VIDYALAYA (GUJ)","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","391740"
"24191102208","YAGNIK VIDYALAYA (ENG)","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391740"
"24191305211","PRASHANSA VIDHYALAY","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191302645","KAIZEN JUNIOR SCIENCE COLLEGE (ENG.)","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","390024"
"24191302646","KAIZEN JUNIOR SCIENCE COLLEGE (GUJ MED)","VADODARA","WARD-6,SAYAJI-1,SAYAJI-8,SAYAJI-21","Gujarat","Private Unaided (Recognized)","Higher Secondary only/Jr. College","390024"
"24191307002","DELHI PUBLIC SCHOOL (CBSE)","VADODARA","EL WARD 4 FATEPURA -1","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390022"
"24191305215","AMBE VIDYALAYA (ENG)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390024"
"24191305214","AMBE VIDYALAYA (GUJ)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390024"
"24191102701","DAJIPURA PRI.SCH.","VADODARA","SINDHROT","Gujarat","Local body","Primary with Upper Primary","391330"
"24191210001","PUNIT NAGAR PRI.SCH.","VADODARA","NIMETA","Gujarat","Local body","Primary with Upper Primary","390019"
"24191300354","ATHRAVA VIDYALAYA (GUJ)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391740"
"24191104903","GLOBAL DISCOVERY SCHOOL","VADODARA","HARANI","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390022"
"24191111402","PODAR WORLD SCHOOL CBSE","VADODARA","SAMA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391740"
"24191300307","ATHARVA VIDHYALAY (ENG)","VADODARA","BELBAG-7,PRTAPGNJ,FATEGNJ,NIZAMPURA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391740"
"24191204315","KASHIPURA PRI. SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary","391760"
"24191300637","PODAR WORLD SCHOOL (CBSE)","VADODARA","MAKARPURA WARD 4","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390010"
"24191106611","RELIANCE SCHOOL - ENGLISH","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391345"
"24191106610","RELIANCE SCHOOL - GUJARATI","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391345"
"24191214701","Smt C.M.DHIYA SARVAGANIK HIGH SCHOOL","VADODARA","NIMETA","Gujarat","Government Aided","Secondary Only","390019"
"24191101319","BASELIOS PUBLIC SCHOOL","VADODARA","BAJVA","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","391320"
"24191107603","KOYALI VIDHYAMANDIR","VADODARA","KOYLI","Gujarat","Government Aided","Upper Primary only","391330"
"24191107604","KOYALI  VIDHYAMANDIR PRI","VADODARA","KOYLI","Gujarat","Private Unaided (Recognized)","Primary","391330"
"24191210601","RAVAL PRI.SCH.","VADODARA","RAVAL","Gujarat","Local body","Primary with Upper Primary","391760"
"24191204307","RAJNAGAR PRI. SCH.","VADODARA","MADODHAR","Gujarat","Local body","Primary with Upper Primary","391760"
"24191305222","NEW SARWA MANGAL SCHOOL (GUJ)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary",""
"24191305221","NEW SARWA MANGAL SCHOOL (ENG)","VADODARA","SAYAJI GANJ WARD- 6","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390017"
"24191114501","VEMALI PRI.SCH.","VADODARA","VEMALI","Gujarat","Local body","Primary with Upper Primary","390024"
"24191210004","GHANSHYAMPURA PARMARY SCH.","VADODARA","NIMETA","Gujarat","Local body","Primary","390019"
"24191106601","KARODIYA - 1 PRI.SCH.","VADODARA","KARODIYA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191204309","MADODHAR N.V. PRI. SCH.","VADODARA","MADODHAR","Gujarat","Local body","Primary","391760"
"24191211101","RUMIPURA PRI.SCH.","VADODARA","DUNDELAV","Gujarat","Local body","Primary","391760"
"24191106604","PARANA HINDI VIDHYALYA","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391310"
"24191107401","KOTALI PRI.SCH.","VADODARA","KOTALI","Gujarat","Local body","Primary with Upper Primary","390022"
"24191106606","ST PAUL S SCH - ENG","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391330"
"24191106607","SARASWATI VIDHYALAYA","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391310"
"24191106605","ST PAUL S SCH- GUJ","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391330"
"24191106602","KARODIYA - 2 PRI.SCH.","VADODARA","KARODIYA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191107602","KOYLI KANYA PRI.SCH.","VADODARA","KOYLI","Gujarat","Local body","Primary with Upper Primary","391330"
"24191210003","MORALIPURA PRIMARY SCHOOL","VADODARA","PUNIT NAGAR","Gujarat","Local body","Primary","390019"
"24191106608","ST. PAUL SCHOOL- GUJARATI","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Secondary Only","391330"
"24191106609","ST. PAUL SCHOOL - ENGLISH","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Secondary Only","391330"
"24191106612","SHREE VIDYASAGAR SCHOOOL","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Primary","391310"
"24191107601","KOYLI KUMAR PRI.SCH.","VADODARA","KOYLI","Gujarat","Local body","Primary with Upper Primary","391330"
"24191105302","INDIRANAGAR PRI SCH (KOYALI)","VADODARA","KOYLI","Gujarat","Local body","Primary with Upper Primary","391330"
"24191107501","KOTANA PRI.SCH.","VADODARA","KOTANA","Gujarat","Local body","Primary with Upper Primary","391330"
"24191102206","GUJARAT PUBLIC SCHOOL SEC","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Pri. with Upper Pri. Sec. and H.Sec.","390024"
"24191101320","GUJARAT REFINERY ENGLISH MEDIUM SCHOOL","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391320"
"24191102201","CHHANI KUMAR PRI.SCH.","VADODARA","CHHANI","Gujarat","Local body","Primary with Upper Primary","391740"
"24191101313","PRERNA HINDI VIDHYALAYA","VADODARA","KARODIYA","Gujarat","Private Unaided (Recognized)","Secondary with Higher Secondary","391310"
"24191105701","JASHAPURA PRI. SCHOOL","VADODARA","SHERKHI","Gujarat","Local body","Primary with Upper Primary","391330"
"24191113803","MODERAN SCH","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391310"
"24191102202","CHHANI KANYA PRI.SCH.","VADODARA","CHHANI","Gujarat","Local body","Primary with Upper Primary","391740"
"24191102207","GUJARAT PUBLIC SCHOOL UPPER PRI","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","390024"
"24191102205","GUJARAT PUBLIC SCHOOL PRI","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","390024"
"24191210802","AAJAWA COMPOUND PRI SCH","VADODARA","RAYAN TALAVADI","Gujarat","Local body","Primary","391760"
"24191101601","BHATHUJI NAGAR(CHHANI-3) SCH","VADODARA","BHATHUJI NAGAR","Gujarat","Local body","Primary","391740"
"24191102204","SHREE GANGABAI SARVAJANIK HIGH SCHOOL","VADODARA","CHHANI","Gujarat","Government Aided","Secondary with Higher Secondary","391740"
"24191102203","SHREE GANGABAI SARVAGANIK HIGH SCH","VADODARA","CHHANI","Gujarat","Government Aided","Primary with Upper Primary","391740"
"24191101318","SHREE B.D. THAKKAR VIDHYALAYA","VADODARA","BAJVA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391310"
"24191101311","VAKAL VIDHYALAY","VADODARA","BAJVA","Gujarat","Government Aided","Upper Primary only","391310"
"24191101317","SHREE MAHIREVA ADARSH VIDHYALAYA","VADODARA","BAJVA","Gujarat","Government Aided","Secondary with Higher Secondary","391310"
"24191101315","VAKAD VIDYALAYA BAJAWA-SEC","VADODARA","BAJVA","Gujarat","Government Aided","Secondary with Higher Secondary","391310"
"24191101310","MAHIREVA  ADARSH VIDHYALAYA","VADODARA","BAJVA","Gujarat","Government Aided","Upper Primary only","391310"
"24191113805","MODERN PUBLIC SCHOOL","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391310"
"24191101316","MODERN SCHOOL ( 9 & 10)","VADODARA","UNDERA","Gujarat","Private Unaided (Recognized)","Secondary Only","391310"
"24191100301","AAMLIYA PURA PRI.SCH.","VADODARA","AAMLIYARA","Gujarat","Local body","Primary with Upper Primary","390022"
"24191207001","KUMETHA PRI.SCH.","VADODARA","KUMETHA","Gujarat","Local body","Primary with Upper Primary","391510"
"24191101308","FERTILIZERNAGAR PRI SCH-GUJ","VADODARA","DASHRATH","Gujarat","Government Aided","Primary with Upper Primary","391750"
"24191204314","JUNA RAMPURA NAVI VASAHAT","VADODARA","GUTAL","Gujarat","Local body","Primary","391760"
"24191101309","BAJWA 1 GROUP SCH","VADODARA","BAJVA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191102401","CHHYA PURI PRI.SCH.","VADODARA","DASHRATH","Gujarat","Local body","Primary","391310"
"24191101321","VIBRANT WAVES INTERNATIONAL","VADODARA","BAJVA","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391310"
"24191305210","GIRIRAJ VIDHYALAY","VADODARA","CHHANI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391740"
"24191101323","VAKAL VIDHYALAYA (NON GRANTED)","VADODARA","BAJVA","Gujarat","Private Unaided (Recognized)","Primary","391310"
"24191101302","BAJVA - 2 PRI.SCH.","VADODARA","BAJVA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191101303","BAJVA - 3 PRI.SCH.","VADODARA","BAJVA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191204316","JUNARAMPURA PRI SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary with Upper Primary","391760"
"24191210801","RAYAN TALAVADI PRI.SCH.","VADODARA","RAYAN TALAVADI","Gujarat","Local body","Primary","391760"
"24191103201","DENA PRI.SCH.","VADODARA","DENA","Gujarat","Local body","Primary with Upper Primary","390022"
"24191108902","NARAYAN NAGAR (CHHANI-4) SCH","VADODARA","NARAYAN NAGAR","Gujarat","Local body","Primary","391740"
"24191113302","SUKHALI PURA PRI SCH.","VADODARA","SUKHALI PURA","Gujarat","Local body","Primary with Upper Primary","390017"
"24191103702","GOVT. HIGH SCHOOL DUMAD","VADODARA","DUMAD","Gujarat","Department of Education","Secondary Only","391740"
"24191101312","FARTILIZZERNAGAR SCHOOL _ENG","VADODARA","DASHRATH","Gujarat","Government Aided","Secondary with Higher Secondary","391750"
"24191103701","DUMAD PRI.SCH.","VADODARA","DUMAD","Gujarat","Local body","Primary with Upper Primary","391740"
"24191102702","UTTAR BUNIYADI VIDHYALAYA","VADODARA","SINDHROT","Gujarat","Government Aided","Secondary Only","391330"
"24191109201","OAMKAR PURA PRI.SCH.","VADODARA","DUMAD","Gujarat","Local body","Primary","391740"
"24191104201","GANPAT PURA PRI.SCH.","VADODARA","DUMAD","Gujarat","Local body","Primary","391740"
"24191103401","DHANORA PRI.SCH.","VADODARA","DHANORA","Gujarat","Local body","Primary with Upper Primary","391346"
"24190210002","THAR VASA NAVI VASAHAT SCH","VADODARA","THAR VASA","Gujarat","Local body","Primary","391110"
"24191106401","KARACHIYA PRI.SCH.","VADODARA","KARACHIYA","Gujarat","Local body","Primary with Upper Primary","391310"
"24191211401","SAKARIYA PRI.SCH.","VADODARA","SAKARIYA","Gujarat","Local body","Primary with Upper Primary","391510"
"24191200601","AAMALIPURA PRI.SCH.","VADODARA","RAYAN TALAVADI","Gujarat","Local body","Primary","391760"
"24191107702","KRUSHAN NAGAR PRI SCH (ANGADH)","VADODARA","ANAGADH","Gujarat","Local body","Primary","391330"
"24191204306","GUTAL PRI. SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary with Upper Primary","391760"
"24191114201","VAKHATPURA PRI.SCH.","VADODARA","ANAGADH","Gujarat","Local body","Primary with Upper Primary","391330"
"24191204308","N.V. GUTAL PRI. SCH.","VADODARA","GUTAL","Gujarat","Local body","Primary","391760"
"24191202001","BHAV PURA PRI.SCH.","VADODARA","BHAV PURA","Gujarat","Local body","Primary","391510"
"24191204317","SHREE GAYATRI VIDHYALAYA","VADODARA","GUTAL","Gujarat","Government Aided","Secondary with Higher Secondary","391760"
"24191110001","RAJGADH PRI.SCH.","VADODARA","ANAGADH","Gujarat","Local body","Primary","391330"
"24191101326","FARTILIZERNAGAR SCHOOL-ENG PRI.","VADODARA","DASHRATH","Gujarat","Government Aided","Primary with Upper Primary",""
"24191103104","ANKUR VIDHYALAYA","VADODARA","DASHRATH","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391740"
"24191111901","SANT SHREE BHATHI RAM PRI.SCH.","VADODARA","ANAGADH","Gujarat","Local body","Primary with Upper Primary","391330"
"24191100402","RAMPURA(AANGADH) PRI SCH","VADODARA","DHANORA","Gujarat","Local body","Primary with Upper Primary","391330"
"24191105301","INDIRA NAGARA PRI SCH (CHHANI)","VADODARA","DASHRATH","Gujarat","Local body","Primary with Upper Primary","391740"
"24191103103","M.P.PATEL HIGH SCHOOL","VADODARA","DASHRATH","Gujarat","Government Aided","Secondary with Higher Secondary","391740"
"24191100401","AANGADH PRI SCH","VADODARA","ANAGADH","Gujarat","Local body","Primary with Upper Primary","391330"
"24191100403","AAI SHREE KHODIYAR ENG. SCHOOL","VADODARA","ANAGADH","Gujarat","Government Aided","Secondary with Higher Secondary","391330"
"24191201701","BHANIYARA PRI.SCH.","VADODARA","BHANIYARA","Gujarat","Local body","Primary with Upper Primary","391510"
"24191103105","SUNRISE VIDHYA VILAS SCHOOL- ENG","VADODARA","DASHRATH","Gujarat","Private Unaided (Recognized)","Pri. Upper Pri. and Secondary Only","391740"
"24191108001","MADHAV NAGAR PRI.SCH.","VADODARA","DASHRATH","Gujarat","Local body","Primary","391740"
"24191114601","VIROD PRI.SCH.","VADODARA","VIROD","Gujarat","Local body","Primary with Upper Primary","390022"
"24191203403","Ganeshpura Vibhag high school","VADODARA","GANESH PURA","Gujarat","Government Aided","Secondary Only","391510"
"24191103101","DASHRATH PRI.SCH.","VADODARA","DASHRATH","Gujarat","Local body","Primary with Upper Primary","391740"
"24191210501","RASULABAD PRI.SCH.","VADODARA","RASULABAD","Gujarat","Local body","Primary with Upper Primary","391760"
"24191110301","RAMGADH PRI.SCH.","VADODARA","ANAGADH","Gujarat","Local body","Primary with Upper Primary","391330"
"24191204311","VACHALA KARMASIYA PRI. SCH.","VADODARA","KHEDA KARAMSIYA","Gujarat","Local body","Primary","391510"
"24191204310","RANCHODPURA PRI. SCH.","VADODARA","NAVAGAMA","Gujarat","Local body","Primary","391510"
"24191204701","IANTOLI PRI.SCH.","VADODARA","IANTOLI","Gujarat","Local body","Primary with Upper Primary","391510"
"24191204901","JAFAR PURA PRI.SCH.","VADODARA","JAFAR PURA","Gujarat","Local body","Primary","391510"
"24191112901","SINHAKUI PRI SCH.","VADODARA","ANAGADH","Gujarat","Local body","Primary with Upper Primary","391340"
"24191206901","KOTAMBI PRI.SCH.","VADODARA","KOTAMBI","Gujarat","Local body","Primary with Upper Primary","391510"
"24191113001","SISVA PRI.SCH.","VADODARA","SISVA","Gujarat","Local body","Primary with Upper Primary","391740"
"24191110602","RANOLI KANYA PRI.SCH.","VADODARA","RANOLI","Gujarat","Local body","Primary with Upper Primary","391350"
"24191110601","RANOLI KUMAR PRI.SCH.","VADODARA","RANOLI","Gujarat","Local body","Primary with Upper Primary","391350"
"24191110604","SHREE K V ENGLISH SCHOOL- RANOLI","VADODARA","RANOLI","Gujarat","Private Unaided (Recognized)","Primary with Upper Primary","391350"
"24191110605","SHREE K V ENGLISH SCHOOL- RANOLI","VADODARA","RANOLI","Gujarat","Government Aided","Secondary with Higher Secondary","391350"
"24191205001","JAMBUDIYA PURA PRI.SCH.","VADODARA","KOTAMBI","Gujarat","Local body","Primary","391510"
"24191204305","NAVGAMA PRI. SCH.","VADODARA","NAVAGAMA","Gujarat","Local body","Primary with Upper Primary","391510"
"24191210502","RASULABAD N V PRI.SCH.","VADODARA","RASULABAD","Gujarat","Local body","Primary","391510"
"24191100102","AAJOD PRI SCH","VADODARA","AAJOD","Gujarat","Local body","Primary with Upper Primary","391740"
"24191202401","CHHELLA KARAMSIYA PRI SCH","VADODARA","KHEDA KARAMSIYA","Gujarat","Local body","Primary with Upper Primary","391510"
"24191110603","RANOLI STATION PRI.SCH.","VADODARA","RANOLI","Gujarat","Local body","Primary","391350"
"24191203401","GANESH PURA PRI.SCH.","VADODARA","GANESH PURA","Gujarat","Local body","Primary","391760"
"24191203402","GANESHPURA PRI SCHOOL","VADODARA","GORAJ","Gujarat","Local body","Primary with Upper Primary","391510"
"24191207301","MACHHALIPURA PRI.SCH.","VADODARA","KOTAMBI","Gujarat","Local body","Primary","391510"
"24191108801","NANDESARI PRI.SCH.","VADODARA","NANDESARI","Gujarat","Local body","Primary with Upper Primary","391340"
"24191201101","AMRUTPURA PRI.SCH.","VADODARA","AMRUTPURA","Gujarat","Local body","Primary","390015"
"24191111001","RUPAPURA PRI.SCH.","VADODARA","NANDESARI","Gujarat","Local body","Primary with Upper Primary","391340"
"24191101202","VINAY VIDHYALAYA ASOJ","VADODARA","ASOJ","Gujarat","Government Aided","Secondary Only","391745"
